CustomerID,TransactionID,TransactionDT,TransactionAmt,CardType,isRetention,Frequency
12190,3109689,2408896,117.0,platinum,1,0.18042531975457515
12191,3109692,2408989,30.0,gold,1,0.7586722307357299
12192,3109696,2409052,604.0,gold,1,0.5996678606440814
12193,3109700,2409126,64.71300000000001,gold,1,0.17910244733559547
12194,3109710,2409226,658.01,platinum,1,0.4640346115808407
12195,3109713,2409267,82.20299999999999,gold,1,0.27992482891809384
12196,3109717,2409331,49.0,gold,1,0.3835649386899782
12197,3109721,2409384,102.0,gold,1,0.7450912826620509
12198,3109732,2409589,511.95,gold,1,0.46622375480273465
12199,3109769,2410187,61.098,gold,1,0.12930762752438732
12200,3109772,2410229,117.0,platinum,1,0.6322058244824537
12201,3109773,2410236,59.058,gold,1,0.8642793623181892
12202,3109791,2410474,148.156,platinum,1,0.31336260262998084
12203,3109795,2410518,74.507,gold,1,0.8093838285960696
12204,3109809,2410756,39.0,platinum,1,0.627045302509351
12205,3109821,2410982,214.0,gold,1,0.5086139896668038
12206,3109836,2411201,34.0,platinum,1,0.7560769072338569
12207,3109858,2411650,186.0,gold,1,0.2578409668282828
12208,3109863,2411690,200.0,platinum,1,0.22211043746134534
12209,3109883,2411972,117.0,gold,1,0.37564565845628767
12210,3109884,2412032,23.47,gold,1,0.833144072064958
12211,3109890,2412170,21.921,gold,1,1.097327683079057
12212,3109891,2412188,100.0,gold,1,1.0915182811902282
12213,3109900,2412380,18.656,gold,1,0.9134986045121956
12214,3109902,2412410,690.62,platinum,1,0.5387237847715726
12215,3109904,2412438,40.0,gold,1,0.2260889746902569
12216,3109907,2412482,117.0,platinum,1,0.7296867354001821
12217,3109917,2412585,159.95,gold,1,0.7054884594207741
12218,3109926,2412695,335.0,gold,1,0.6852279053316056
12219,3109930,2412805,37.662,gold,1,0.7814289408084615
12220,3109944,2413017,39.0,platinum,1,0.2073943875021632
12221,3109953,2413215,944.95,gold,1,0.3120866860831954
12222,3109956,2413248,59.0,gold,1,0.9931350846660081
12223,3109966,2413331,117.0,platinum,1,0.7769497457534529
12224,3109967,2413355,10.494000000000002,platinum,1,1.0835876769645731
12225,3109970,2413450,117.0,gold,1,0.07932967478095353
12226,3109974,2413519,16.674,gold,1,0.4818862318004457
12227,3109982,2413602,50.0,gold,1,-0.006415023844226146
12228,3109997,2413782,714.95,platinum,1,0.581435069807637
12229,3110003,2413941,117.0,gold,1,0.9004935922571565
12230,3110016,2414101,85.118,gold,1,0.42628634999449977
12231,3110023,2414157,117.0,gold,1,0.9550606316083542
12232,3110036,2414338,100.0,gold,1,0.19566281840530114
12233,3110037,2414339,92.0,platinum,1,1.0903014172013312
12234,3110041,2414414,75.0,gold,1,0.41863009936145207
12235,3110046,2414586,34.5,platinum,1,0.2700693652983844
12236,3110052,2414660,49.0,gold,1,0.514025712312485
12237,3110053,2414677,49.0,gold,1,0.7493064590773529
12238,3110066,2414847,219.95,gold,1,0.7439304286776667
12239,3110073,2414946,200.0,platinum,1,0.11181637117765152
12240,3110079,2415035,694.95,gold,1,0.611924262147488
12241,3110081,2415047,28.334,gold,1,0.13024982478196057
12242,3110088,2415140,279.95,gold,1,0.4845703609526306
12243,3110092,2415185,250.0,platinum,1,1.1747335929592007
12244,3110104,2415429,36.5,platinum,1,0.6696741302522172
12245,3110106,2415472,107.95,gold,1,0.3913614513420301
12246,3110111,2415531,497.18,gold,1,0.129754207096538
12247,3110112,2415567,160.5,gold,1,0.4870719158501935
12248,3110119,2415680,87.95,gold,1,0.12132182205828557
12249,3110124,2415750,49.0,gold,1,0.7811660449533167
12250,3110134,2415881,21.454,platinum,1,0.773702983391299
12251,3110135,2415915,39.936,gold,1,0.6081845303044352
12252,3110143,2415986,49.0,gold,1,0.04847286258292527
12253,3110146,2415993,97.95,gold,1,0.8247535046424738
12254,3110159,2416253,33.814,platinum,1,0.7184604315194936
12255,3110166,2416427,46.174,platinum,1,-0.01985581041489392
12256,3110178,2416654,34.0,platinum,1,0.044454358831008636
12258,3110196,2416883,26.818,platinum,1,0.42173222878949623
12259,3110199,2416919,49.555,gold,1,0.08560882480977564
12260,3110209,2417076,53.95,gold,1,0.905512665239123
12261,3110214,2417254,77.95,gold,1,0.6746143712791588
12262,3110217,2417294,209.95,gold,1,0.2533518421880914
12263,3110231,2417474,35.95,gold,1,0.20558654758097794
12264,3110270,2418186,39.644,platinum,1,1.021471728388145
12265,3110280,2418364,59.0,gold,1,0.5678395651353026
12266,3110283,2418394,47.95,gold,1,0.9346091066961266
12267,3110297,2418581,125.928,platinum,1,0.23177750155396723
12268,3110301,2418671,39.644,platinum,1,0.6400412773904938
12269,3110303,2418754,29.0,gold,1,0.3671563736652308
12270,3110325,2419018,53.97,gold,1,0.4477250949558576
12271,3110328,2419062,34.0,platinum,1,1.125180691682905
12272,3110330,2419130,100.0,gold,1,0.7588596798037416
12273,3110346,2419614,57.95,gold,1,0.48779085441136244
12274,3110349,2419633,57.36,gold,1,0.5030902712830378
12275,3110360,2419815,214.0,gold,1,0.19048558801446103
12276,3110362,2419822,107.95,gold,1,1.1387861187060753
12277,3110378,2420107,159.95,gold,1,0.5489586347648214
12278,3110398,2420406,57.95,gold,1,0.7236214749090243
12279,3110420,2420652,211.0,gold,1,-0.014073916650525445
12280,3110421,2420664,361.95,platinum,1,0.5260950001998256
12281,3110444,2421078,34.0,gold,1,0.9602952767700548
12282,3110455,2421303,34.0,platinum,1,0.16784750147653538
12283,3110459,2421323,58.0,platinum,1,0.32711691125390846
12284,3110470,2421526,25.0,platinum,1,0.952124264162336
12285,3110484,2421708,50.0,platinum,1,0.23236641258347676
12286,3110512,2422287,3190.99,gold,1,1.0507993615128732
12287,3110517,2422415,43.25,gold,1,0.37712122688270333
12288,3110540,2422877,23.903000000000002,gold,1,0.9296332730522053
12289,3110548,2423045,20.755,gold,1,0.6332188860663951
12290,3110568,2423583,39.0,platinum,1,0.39059381001976407
12291,3110576,2423689,18.773,gold,1,0.25990583922903565
12292,3110578,2423728,100.0,gold,1,0.1504188662836508
12293,3110585,2423808,100.0,gold,1,0.07992713946241364
12294,3110596,2424126,119.74799999999999,gold,1,0.3543210580725254
12295,3110620,2424559,46.174,gold,1,0.8561360364722503
12296,3110621,2424582,52.82,platinum,1,0.3515702156649508
12297,3110622,2424604,44.5,gold,1,0.13723164745056438
12298,3110629,2424790,141.0,platinum,1,0.8429673789266945
12299,3110630,2424803,250.0,gold,1,0.44952872177048564
12300,3110631,2424804,68.5,gold,1,0.40651275164705925
12301,3110638,2425029,100.0,gold,1,0.48302455015855705
12302,3110670,2425659,31.482,gold,1,0.31104012258767855
12303,3110677,2425759,26.5,gold,1,0.7883887007435239
12304,3110700,2426156,59.0,platinum,1,0.6665382502134715
12305,3110708,2426229,107.95,platinum,1,0.8036902102707535
12306,3110716,2426412,117.0,gold,1,0.25529336550296333
12307,3110732,2426738,201.0,gold,1,0.1080140416914301
12308,3110738,2426900,104.70700000000001,platinum,1,0.2760754875485757
12309,3110740,2426937,150.0,gold,1,0.7186184365961286
12310,3110748,2427038,59.0,gold,1,0.9105289106539856
12311,3110770,2427594,77.0,gold,1,0.35043321370215846
12312,3110780,2427899,20.95,gold,1,0.8979278629060492
12313,3110786,2428072,20.522,gold,1,0.13614349503450265
12314,3110806,2428533,34.98,gold,1,0.7602761305677224
12315,3110823,2428975,5.83,platinum,1,0.7713298699348475
12316,3110827,2429020,1790.12,gold,1,0.8550168090352943
12317,3110829,2429048,100.0,platinum,1,1.0598941937132342
12318,3110832,2429105,107.95,platinum,1,0.5190375250331467
12319,3110837,2429223,35.95,platinum,1,0.5452142288122876
12320,3110851,2429484,75.0,gold,1,0.3156884291803137
12321,3110861,2429765,503.97,gold,1,0.8238055525831247
12322,3110879,2430155,335.0,gold,1,1.260504890062379
12323,3110889,2430359,77.95,gold,1,0.4545794362136406
12324,3110890,2430360,100.0,gold,1,0.4769483832328063
12325,3110894,2430497,58.44,gold,1,0.6624867321466205
12326,3110899,2430653,57.95,gold,1,0.8239800407996601
12327,3110908,2430940,452.95,gold,1,0.48860106527081265
12328,3110909,2430951,367.1,platinum,1,-0.1470163139463525
12329,3110924,2431264,115.0,gold,1,0.3263971608734324
12330,3110931,2431414,57.95,gold,1,0.4570426679133422
12331,3110947,2431696,73.95,gold,1,0.8245776381453122
12332,3110962,2432113,25.0,gold,1,0.3585949037460482
12333,3110963,2432143,411.95,gold,1,-0.047241241132255
12334,3110982,2432768,19.5,platinum,1,-0.21543774093604753
12335,3110991,2432907,59.0,gold,1,0.2999751070441113
12336,3110993,2433055,14.225,gold,1,0.658531292653596
12337,3110996,2433164,35.95,gold,1,0.2663926897332183
12338,3110997,2433234,107.95,gold,1,0.33779469951263275
12339,3111010,2433584,40.0,gold,1,0.4352222200277401
12340,3111012,2433608,150.0,gold,1,0.6089408958898669
12341,3111014,2433631,40.0,gold,1,0.5452816325777962
12342,3111016,2433744,150.0,gold,1,0.28216985359760327
12343,3111020,2433912,57.95,platinum,1,0.5830137780732405
12344,3111022,2433957,117.0,gold,1,0.3959051270821819
12345,3111039,2434653,56.0,gold,1,0.6039348445337679
12346,3111050,2435106,59.0,gold,1,0.24572633037395136
12347,3111051,2435137,213.0,platinum,1,0.9127979656851487
12348,3111060,2435839,114.035,platinum,1,0.5427193026113678
12349,3111061,2435872,54.0,gold,1,0.278051562670115
12350,3111076,2436217,50.0,platinum,1,0.6843018322316248
12351,3111086,2436569,59.0,gold,1,0.6899013406370927
12352,3111120,2438117,24.99,platinum,1,0.1528218197469296
12353,3111124,2438182,39.0,gold,1,0.4898360727866179
12354,3111132,2438506,107.95,gold,1,0.9625255123642429
12355,3111135,2438557,27.926,platinum,1,0.8402731051985223
12356,3111152,2439055,27.926,platinum,1,0.10917850129723014
12357,3111156,2439112,21.513,gold,1,0.7997001488390942
12358,3111162,2439250,100.0,gold,1,0.9925697129786579
12359,3111207,2442224,150.0,gold,1,0.7985552768370655
12360,3111293,2460782,97.0,gold,1,0.8316555881896333
12361,3111307,2462647,117.0,platinum,1,0.31310949558631473
12362,3111315,2463143,514.95,platinum,1,0.643976920505805
12363,3111316,2463204,92.0,gold,1,0.3088026476749054
12364,3111331,2464826,92.0,platinum,1,0.5106066411235244
12365,3111348,2465803,47.0,gold,1,0.12902020042097417
12366,3111356,2466357,57.95,platinum,1,0.526269907457522
12367,3111358,2466423,107.95,platinum,1,0.3547965396738284
12368,3111369,2466987,47.95,gold,1,0.5432833912537859
12369,3111371,2467023,108.5,platinum,1,0.5842446034257857
12370,3111377,2467159,35.95,gold,1,0.9518670509555723
12371,3111397,2468116,88.95,gold,1,0.5908967821594302
12372,3111406,2468278,161.783,gold,1,0.4538620755966578
12373,3111421,2468657,441.0,platinum,1,0.750160438492001
12374,3111424,2468743,25.599,platinum,1,0.5682304712586599
12375,3111427,2468834,50.0,gold,1,0.8549599859528931
12376,3111439,2469193,59.0,platinum,1,0.7949472119707572
12377,3111501,2471063,59.0,platinum,1,-0.0450364350572936
12378,3111502,2471078,150.0,gold,1,0.1547347316062635
12379,3111513,2471314,98.5,gold,1,0.8156135011183794
12380,3111518,2471480,100.0,platinum,1,0.054570066862590694
12381,3111526,2471678,226.0,gold,1,0.02455202388042889
12382,3111551,2472443,2019.53,gold,1,0.32277425728442677
12383,3111561,2472676,59.0,gold,1,0.6596792110473308
12384,3111569,2472818,57.95,gold,1,0.13631189335593555
12385,3111577,2473015,117.0,gold,1,0.4335453827055437
12386,3111601,2473757,339.18,gold,1,0.7892966478793784
12387,3111605,2473885,294.95,platinum,1,0.9715979644744962
12388,3111624,2474223,804.95,platinum,1,0.6718655784350517
12389,3111625,2474225,100.0,gold,1,0.9425498761209938
12390,3111628,2474296,117.0,gold,1,-0.06747547966480705
12391,3111641,2474648,29.616,gold,1,0.6618109245871581
12393,3111656,2475013,117.0,platinum,1,0.4687610008802311
12394,3111680,2475477,57.95,gold,1,0.38697591837686207
12395,3111688,2475673,50.0,platinum,1,-0.014367549223918377
12396,3111696,2475779,30.95,platinum,1,0.2860416270264081
12397,3111718,2476172,335.0,gold,1,0.6514574950359584
12398,3111728,2476484,226.0,platinum,1,0.9396446812126505
12399,3111747,2476857,925.15,gold,1,0.1287952353932711
12400,3111753,2476975,59.0,gold,1,0.7612512687608572
12401,3111777,2477476,100.0,gold,1,0.475574377371322
12402,3111790,2477832,16.324,platinum,1,0.75534622124091
12403,3111800,2477980,100.0,gold,1,0.464467423157327
12404,3111802,2478011,35.95,platinum,1,0.32774250896872464
12405,3111811,2478123,100.0,gold,1,0.5171888237766875
12406,3111825,2478446,211.27900000000002,platinum,1,0.31474025357563196
12407,3111835,2478556,2594.95,platinum,1,-0.028049423511678037
12408,3111837,2478565,44.773999999999994,gold,1,0.6267695204085663
12409,3111848,2478738,150.0,gold,1,0.19316667893079884
12410,3111886,2479325,48.51,gold,1,0.9024405240518377
12411,3111887,2479354,35.0,gold,1,0.07878629013133256
12412,3111900,2479540,100.0,gold,1,0.6191551853446904
12413,3111912,2479743,54.0,platinum,1,0.3389057760124334
12414,3111921,2479886,42.559,platinum,1,0.6238696151805554
12415,3111932,2480054,39.0,gold,1,0.26518259612496065
12416,3111945,2480310,108.5,platinum,1,0.46252365388202893
12417,3111953,2480509,68.5,gold,1,0.21330099027039248
12418,3111954,2480514,100.0,platinum,1,0.053734593260611654
12419,3111955,2480519,42.559,platinum,1,0.15770426294023482
12420,3111966,2480855,67.95,gold,1,0.4986545952631542
12421,3111969,2480906,50.0,gold,1,0.11326384899755919
12422,3111974,2481010,117.0,gold,1,0.6683325875762492
12424,3112011,2481597,32.97,gold,1,0.2110189444339825
12425,3112017,2481693,48.535,gold,1,0.028304934891321187
12426,3112049,2482143,59.0,gold,1,0.07427553457331625
12427,3112057,2482202,29.0,gold,1,0.27092443551205353
12428,3112061,2482277,13.642000000000001,gold,1,0.5541022355596661
12429,3112089,2482510,48.303999999999995,gold,1,0.985003475245012
12430,3112094,2482586,78.95,platinum,1,0.45276542305968315
12431,3112095,2482589,113.95,gold,1,0.87370900522125
12432,3112122,2482949,226.0,gold,1,0.7618531760122914
12433,3112135,2483199,51.42100000000001,platinum,1,0.3759684572052331
12434,3112154,2483338,209.95,gold,1,0.35577125515093677
12435,3112165,2483484,1879.95,platinum,1,0.7268574843271618
12436,3112182,2483651,1264.95,gold,1,0.5103237334622481
12437,3112184,2483662,1402.4,platinum,1,0.4894646886348368
12438,3112190,2483789,59.0,gold,1,0.341421478698665
12439,3112191,2483798,575.95,platinum,1,0.14338820150787845
12440,3112203,2484029,14.575,platinum,1,0.5105819746376132
12441,3112219,2484251,107.95,platinum,1,0.8759296199238668
12442,3112222,2484279,335.0,gold,1,0.6924234726296971
12443,3112227,2484371,59.0,platinum,1,0.7232210935719501
12444,3112235,2484468,80.804,platinum,1,0.8409461988565299
12445,3112272,2484906,117.0,gold,1,0.3422768003407282
12446,3112281,2485002,125.0,platinum,1,0.04165087700436211
12447,3112300,2485262,84.652,platinum,1,0.7462458016981752
12448,3112317,2485465,52.95,platinum,1,0.6257723625270692
12449,3112321,2485527,52.703,gold,1,0.1763988136894311
12450,3112324,2485556,97.0,gold,1,0.5786126117746158
12451,3112335,2485695,32.356,platinum,1,0.25437842444819114
12452,3112342,2485792,34.105,platinum,1,0.003676705147131143
12453,3112348,2485855,107.95,gold,1,0.5166911928983138
12455,3112367,2486212,57.95,gold,1,0.8390633846539672
12456,3112385,2486496,25.95,gold,1,0.8183547114037786
12457,3112403,2486721,49.0,gold,1,0.23831096060864865
12459,3112435,2487178,34.0,gold,1,0.46308189159534996
12460,3112437,2487195,1352.35,gold,1,0.5162072234783842
12461,3112439,2487209,20.0,platinum,1,0.0043789372861556125
12462,3112447,2487342,23.087,platinum,1,0.13412959281420675
12463,3112466,2487589,46.757,platinum,1,0.5083685228219669
12464,3112469,2487647,57.95,gold,1,0.7130162690801369
12465,3112478,2487829,100.0,platinum,1,0.7718015155347857
12466,3112480,2487894,150.0,gold,1,0.13481584417736586
12467,3112488,2487989,150.0,gold,1,0.8457050676416104
12468,3112489,2487990,65.11,gold,1,0.12632111333717747
12469,3112490,2487996,57.95,gold,1,0.025458349451757956
12470,3112496,2488085,10.0,platinum,1,0.7640207045884584
12471,3112505,2488169,82.0,gold,1,0.1491847831430549
12472,3112507,2488203,11.543,gold,1,0.9559365300535162
12473,3112515,2488302,226.0,gold,1,0.3788410203750685
12474,3112516,2488304,11.543,gold,1,0.9797521685796329
12475,3112519,2488319,59.0,gold,1,0.6783335174839803
12476,3112522,2488356,117.0,gold,1,0.7428627498830666
12477,3112531,2488485,59.0,gold,1,0.879545065933583
12478,3112538,2488594,151.0,platinum,1,0.5945602685690734
12479,3112546,2488707,50.138000000000005,platinum,1,0.25611050471398245
12480,3112549,2488737,59.0,platinum,1,0.7899220613591637
12481,3112550,2488740,107.0,platinum,1,0.6765637027602667
12482,3112569,2488979,59.0,platinum,1,0.8420092688145653
12483,3112579,2489098,45.299,gold,1,0.10690537100445344
12484,3112584,2489188,108.43,gold,1,0.4259810275590479
12485,3112588,2489261,45.299,gold,1,0.7588685036861722
12486,3112603,2489506,57.95,gold,1,0.7212895539286731
12487,3112643,2490101,80.891,platinum,1,0.8522394110165885
12488,3112654,2490264,59.0,platinum,1,0.6245981755381756
12489,3112667,2490487,400.0,gold,1,0.6585872185077913
12490,3112669,2490508,107.95,gold,1,0.4014215540407585
12491,3112670,2490521,67.95,platinum,1,0.908169459658986
12493,3112687,2490773,92.0,gold,1,-0.04688578682362601
12494,3112698,2491066,175.0,gold,1,0.5686974079290493
12495,3112699,2491074,16.441,platinum,1,0.8678950991645216
12496,3112723,2491382,28.8,gold,1,0.11286212713276604
12497,3112734,2491561,51.0,gold,1,0.5082783195674145
12498,3112736,2491573,33.522,gold,1,0.440681265807102
12499,3112747,2491669,226.0,gold,1,0.7407839216098954
12500,3112752,2491773,57.95,platinum,1,0.2625672457384004
12501,3112756,2491810,44.0,platinum,1,0.8316109083950337
12502,3112758,2491839,97.0,gold,1,-0.00771467419859026
12503,3112776,2492157,82.553,gold,1,0.13244391561373592
12504,3112784,2492315,414.94,platinum,1,0.5823182432678126
12505,3112791,2492415,161.0,gold,1,0.715688337740331
12506,3112798,2492480,59.0,gold,1,0.37067978408493923
12507,3112806,2492649,92.0,gold,1,0.45685389458362474
12508,3112813,2492802,280.0,platinum,1,0.3466499405814422
12509,3112820,2492875,39.936,platinum,1,0.36080308376759396
12510,3112821,2492876,117.0,gold,1,0.4937167147132333
12511,3112822,2492901,32.356,gold,1,1.0094225003667734
12512,3112823,2492908,117.0,gold,1,0.8259073671500463
12513,3112830,2493044,36.496,platinum,1,0.6792333685280146
12514,3112832,2493054,44.0,platinum,1,0.12564156473476937
12515,3112852,2493311,49.0,platinum,1,0.37945281901786404
12516,3112856,2493376,78.95,gold,1,1.016558765152381
12517,3112864,2493511,35.95,platinum,1,0.8569980086076073
12519,3112912,2494106,58.95,platinum,1,0.44057467500044045
12520,3112926,2494278,29.0,gold,1,0.11771817358553399
12521,3112927,2494299,107.95,gold,1,0.9630710448124189
12522,3112936,2494445,117.0,gold,1,0.5108023119918671
12523,3112947,2494590,275.0,platinum,1,0.38142312627302866
12524,3112955,2494711,59.0,gold,1,0.5203221861471076
12525,3112964,2494801,77.0,gold,1,0.1807764793163553
12526,3112977,2494977,77.95,platinum,1,0.6981732818028081
12528,3113001,2495389,20.0,gold,1,0.5483696340678582
12529,3113019,2495583,102.025,gold,1,0.9788356761767925
12530,3113057,2496103,226.0,platinum,1,0.11563920366263261
12531,3113075,2496397,35.95,gold,1,0.38854188058059413
12532,3113079,2496449,200.0,gold,1,0.40529574735964846
12533,3113114,2496891,335.0,gold,1,0.08047712412855001
12534,3113127,2497069,15.857999999999999,platinum,1,0.0038044789005126645
12535,3113130,2497088,20.0,gold,1,0.22671514595565967
12536,3113148,2497312,29.95,gold,1,-0.016608939988224998
12537,3113149,2497328,54.0,platinum,1,0.8963716073702774
12539,3113156,2497392,20.95,gold,1,0.3276215395253892
12540,3113169,2497639,182.12900000000002,platinum,1,0.6541071499897047
12541,3113172,2497658,107.95,gold,1,0.626048138275561
12542,3113185,2497798,1561.48,platinum,1,0.7111281373842151
12543,3113195,2497939,108.95,gold,1,-0.0051290583337586515
12544,3113230,2498344,280.0,gold,1,0.3280174916043696
12545,3113243,2498463,36.5,gold,1,-0.08855100023117113
12546,3113246,2498541,54.0,gold,1,0.1848146673536944
12547,3113257,2498638,10.727,gold,1,0.7636302953238576
12548,3113258,2498665,34.0,gold,1,0.5833843719686786
12549,3113267,2498807,25.0,platinum,1,0.3013651714008305
12550,3113283,2498995,59.0,platinum,1,0.12643044187769026
12551,3113288,2499065,64.71300000000001,platinum,1,0.6148702317296807
12552,3113291,2499110,64.71300000000001,gold,1,0.8228572007044996
12553,3113293,2499129,36.0,gold,1,-0.041965006458378695
12554,3113297,2499169,59.0,gold,1,0.8318580656573422
12555,3113304,2499206,26.95,gold,1,0.3560238806731112
12556,3113311,2499288,56.5,platinum,1,0.42346706929318073
12557,3113316,2499366,117.0,gold,1,0.5127987736647697
12558,3113319,2499465,335.0,gold,1,-0.07843746935504498
12559,3113320,2499483,57.95,platinum,1,0.7699370662318605
12560,3113324,2499645,57.0,gold,1,0.7284657802111549
12561,3113326,2499667,107.95,platinum,1,0.28087928523474787
12562,3113332,2499754,49.0,gold,1,0.6781289425824811
12563,3113337,2499802,34.0,gold,1,0.126543714537676
12564,3113338,2499815,171.0,platinum,1,0.4464102328560426
12565,3113342,2499908,213.0,gold,1,0.8210602611973701
12566,3113355,2500075,34.0,gold,1,0.09579494718515294
12567,3113362,2500242,252.06,gold,1,0.5324492015319008
12568,3113363,2500244,47.513999999999996,gold,1,0.5898340897201934
12569,3113365,2500311,29.0,platinum,1,0.8547464358430824
12570,3113366,2500325,390.0,gold,1,0.9701521301575844
12571,3113381,2500579,108.5,gold,1,0.6939366067449402
12572,3113391,2500775,376.82,gold,1,1.0473463804471623
12573,3113397,2500973,470.95,gold,1,0.5897383565253597
12574,3113422,2501715,6.412999999999999,platinum,1,0.368723563271005
12575,3113436,2501994,39.0,gold,1,0.687748189716219
12576,3113453,2502284,102.0,gold,1,0.41694974471428514
12577,3113457,2502334,32.722,gold,1,0.039047173664712775
12578,3113460,2502373,250.0,gold,1,0.6107984213770197
12579,3113481,2502576,29.5,gold,1,0.37720463332144294
12580,3113499,2502863,45.824,gold,1,0.9980553095347551
12581,3113505,2503094,54.5,gold,1,0.25151728484804275
12582,3113513,2503285,148.315,gold,1,0.1322153697086989
12583,3113514,2503294,159.95,gold,1,0.9537491631054487
12584,3113524,2503449,269.95,platinum,1,0.5182251792548198
12585,3113526,2503481,99.5,gold,1,0.8679209620396142
12586,3113528,2503512,16.907,platinum,1,0.4768744661616571
12587,3113532,2503617,108.95,gold,1,0.19305641695994488
12588,3113534,2503632,59.0,platinum,1,0.3128999910181556
12589,3113539,2503665,24.603,platinum,1,0.06676625106687867
12590,3113540,2503679,100.0,gold,1,0.7738848244739384
12591,3113548,2503733,50.0,gold,1,0.4507937360875267
12592,3113553,2503793,141.95,platinum,1,0.7916903057645144
12593,3113570,2503951,28.275,gold,1,0.1347305206350961
12594,3113583,2504111,250.0,gold,1,0.7453908341419437
12595,3113586,2504143,30.781999999999996,gold,1,0.6063392258648527
12596,3113587,2504159,34.0,gold,1,0.1214192746555875
12597,3113597,2504372,98.5,gold,1,0.3830206661771907
12598,3113599,2504407,100.0,gold,1,0.7996689943689053
12599,3113603,2504503,226.0,platinum,1,0.19097217685793902
12600,3113616,2504703,197.75400000000002,gold,1,0.46527730273835594
12601,3113634,2505099,106.5,platinum,1,0.5766185661330416
12602,3113643,2505348,1508.34,gold,1,0.12710308950975252
12603,3113654,2505463,31.95,gold,1,-0.015244659016487777
12604,3113665,2505599,226.0,gold,1,0.8641843767546219
12605,3113673,2505777,117.0,gold,1,0.24169499238366274
12606,3113677,2505827,611.95,gold,1,0.3427150154501118
12607,3113679,2505841,937.87,platinum,1,0.45739081361535056
12608,3113684,2505911,100.0,gold,1,0.7008598175258379
12609,3113685,2505918,250.0,gold,1,0.5001857469054789
12610,3113698,2506056,49.0,gold,1,0.5589147242354979
12611,3113700,2506138,648.95,gold,1,0.6860468621600541
12612,3113705,2506215,50.0,gold,1,0.7935320280483672
12613,3113706,2506217,331.0,platinum,1,0.9136093164108062
12614,3113707,2506260,2874.95,gold,1,0.5138356687875746
12615,3113722,2506498,35.95,gold,1,-0.006275028172036207
12616,3113732,2506728,30.0,gold,1,0.8473287890350082
12617,3113753,2507150,59.0,gold,1,0.16285182709473545
12618,3113756,2507189,224.0,gold,1,0.9415230158418019
12619,3113757,2507196,67.95,gold,1,0.2499870537810067
12620,3113759,2507220,78.97,gold,1,0.0006694491730064311
12621,3113760,2507318,67.95,platinum,1,1.0347295129912943
12622,3113778,2507763,1673.95,platinum,1,0.10197306878222902
12624,3113784,2507885,85.118,platinum,1,0.8838308921227269
12625,3113795,2508070,335.0,gold,1,0.6282734275350155
12626,3113798,2508093,117.0,gold,1,0.39886347568096364
12627,3113805,2508285,117.0,platinum,1,0.6258875878327436
12628,3113813,2508427,86.95,gold,1,0.27236951176290203
12629,3113857,2509190,30.0,gold,1,0.4316570049349671
12630,3113868,2509351,92.0,gold,1,0.15168203713311598
12631,3113870,2509419,56.434,gold,1,0.26912834841747474
12632,3113879,2509605,589.95,gold,1,0.8055878885052629
12633,3113884,2509660,683.69,platinum,1,0.6476276388208292
12634,3113886,2509735,188.892,gold,1,0.6864827967398089
12635,3113889,2509800,41.276,gold,1,0.08150194086186603
12636,3113906,2510131,161.0,platinum,1,0.8611468289112492
12637,3113924,2510437,34.105,gold,1,0.8011825033160789
12638,3113952,2510833,161.0,platinum,1,0.5394904992896356
12639,3113966,2511026,161.0,platinum,1,0.6512418295654221
12640,3113974,2511225,30.0,gold,1,0.9414299605714775
12641,3113985,2511468,12.825999999999999,platinum,1,0.5628136623223915
12642,3114014,2512157,26.5,platinum,1,0.29510151669970763
12643,3114020,2512351,30.95,gold,1,0.6940958110460314
12644,3114039,2512769,29.95,gold,1,0.6313152398380728
12645,3114050,2513067,49.0,platinum,1,0.01539011402470961
12646,3114056,2513233,117.0,platinum,1,0.06547942125926068
12647,3114096,2514581,49.54,gold,1,0.3589751500228151
12648,3114112,2514882,57.95,platinum,1,0.657070293173012
12649,3114115,2514924,300.0,gold,1,0.21629620851565406
12650,3114136,2515574,29.267,platinum,1,0.90813882102813
12651,3114141,2515710,300.0,gold,1,0.04097864924548991
12652,3114162,2516135,226.0,gold,1,0.10440763073446396
12653,3114184,2516696,21.95,gold,1,0.567365510565714
12654,3114207,2517502,75.0,gold,1,0.34482171654303473
12655,3114211,2517615,30.95,gold,1,0.1441133035478293
12656,3114214,2517781,160.5,gold,1,0.2519827212044408
12657,3114223,2517979,29.15,platinum,1,0.28007702723418504
12658,3114229,2518096,57.95,platinum,1,0.19327173984020068
12659,3114234,2518279,76.023,gold,1,0.35039550668253316
12660,3114244,2518465,47.95,platinum,1,0.4470837211112628
12661,3114251,2518696,25.0,gold,1,0.04529293105117049
12662,3114254,2518725,25.0,gold,1,0.7876726049633185
12663,3114267,2519025,15.0,gold,1,0.2514816373925704
12664,3114285,2519396,29.63,platinum,1,0.7830170780606398
12665,3114314,2519993,71.95,gold,1,0.7462082409994135
12666,3114316,2520066,50.0,platinum,1,0.38609959918715825
12667,3114323,2520352,57.95,gold,1,1.090239838859168
12668,3114329,2520626,49.481,gold,1,0.4468303085915996
12669,3114344,2520977,213.0,gold,1,0.4341805904359345
12670,3114345,2521004,150.0,platinum,1,0.43136349480322844
12671,3114352,2521178,45.506,gold,1,0.8404374697026592
